DE1_FILIAL,C,2,0;DE1_CODLAY,C,6,0;DE1_CODREG,C,6,0;DE1_SEQUEN,C,3,0;DE1_TIPO,C,1,0;DE1_ALIAS,C,3,0;DE1_CAMPO,C,10,0;DE1_LAYTAM,N,3,0;DE1_LAYDEC,N,2,0;DE1_POSINI,C,3,0;DE1_POSFIM,C,3,0;DE1_OBSERV,C,80,0;DE1_REGRA,C,254,0;DE1_VALID,C,128,0;DE1_POSICI,C,1,0;DE1_POSORD,C,1,0;DE1_POSCHV,C,160,0
;A300E;R306;004;1;;DS_BAIRRO;30;;052;081;DESCRICAO DO BAIRRO;IIF(SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30)==SPACE(30),CBAITIT,SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30));;2;;
;A300E;R306;005;1;;NR_CEP;8;;082;089;NUMERO DO CEP;IIF(STRZERO(VAL(BA1->BA1_CEPUSR),8)==REPLICATE('0',8),CCEPTIT,STRZERO(VAL(BA1->BA1_CEPUSR),8));;2;;
;A300E;R306;006;1;;DS_CIDADE;30;;090;119;DESCRICAO DA CIDADE;IIF(SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30)==SPACE(30),CMUNTIT,SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30));;2;;
;A300E;R306;007;1;;CD_UF;2;;120;121;CODIGO DA UNIDADE FEDERATIVA;IIF(BA1->BA1_ESTADO==SPACE(2),CESTTIT,BA1->BA1_ESTADO);;2;;
;A300E;R306;008;1;;NR_DDD;4;;122;125;NUMERO DO DDD;REPLICATE('0',4);;2;;
;A300E;R306;009;1;;RESERVADO;8;;126;133;NUMERO DO TELEFONE;REPLICATE('0',8);;2;;
;A300E;R306;010;1;;NR_RAMAL;4;;134;137;NUMERO DO RAMAL;REPLICATE('0',4);;2;;
;A300E;R306;011;1;;NR_FONE;9;;138;146;Numero do telefone.;REPLICATE('0',9);;2;;
;A300E;R309;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REGISTRO EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R309');;2;;
;A300E;R309;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFS. BATCH;'309';;2;;
;A300E;R309;003;1;;QT_TOTR304;7;;012;018;QUANTIDADE TOTAL DE REGISTRO R304;STRZERO(NTOT304,7);;2;;
;A300E;R309;004;1;;QT_TOTR306;7;;019;025;QUANTIDADE TOTAL DE REGISTRO R306;STRZERO(NTOT306,7);;2;;
;A300E;R309;005;1;;QT_TOT_INC;7;;026;032;QUANTIDADE TOTAL DE INCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300E;R309;006;1;;QT_TOT_EXC;7;;033;039;QUANTIDADE TOTAL DE EXCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300E;R309;007;1;;QT_TOT_ALT;7;;040;046;QUANTIDADE TOTAL DE ALTERACOES DE BENEFICIARIOS;'0000000';;2;;
;A300E;R309;008;1;;QT_TOT_TPL;7;;047;053;QUANTIDADE TOTAL DE TRANSFERENCIAS DE PLANOS;'0000000';;2;;
;A300E;R309;009;1;;QT_TOTR302;7;;054;060;QUANTIDADE TOTAL DE REGISTRO R302;STRZERO(NTOT302,7);;2;;
;A300E;R309;010;1;;ZERATOTAL;;;0;0;ZERA TOTALIZADOR;ZeraTotal();;2;;
;A300E;R302;025;1;;NR_FAX;9;;306;314;Numero do fac-simile.;cFaxPC;;2;;
;A300E;R302;026;1;;NR_CONTRAT;15;;315;329;Numero do contrato;BQC->BQC_CODEMP+SUBSTR(BQC->BQC_NUMCON,8,5)+SUBSTR(BQC->BQC_SUBCON,4,6);;2;;
;A300E;R302;027;1;;NR_END;6;;330;335;Numero na via publica.;cNumRes302;;2;;
;A300E;R302;028;1;;CONTADOR;;;0;0;CONTADOR DO REGISTRO R309;AcumulaA309('302');;2;;
;A300E;R304;036;1;;PIS_PASEP;11;;491;501;Numero do PIS/PASEP;PLPT300PIS();;2;;
;A300E;R304;037;1;;CONTADOR;;;0;0;CONTADOR DE REGISTRO PARA O R309;AcumulaA309('304');;2;;
;A300E;R306;012;1;;NR_END;6;;147;152;Numero na via publica.;IIF(Empty(BA1->BA1_NR_END),Padr('S/N',6),Padr(BA1->BA1_NR_END,6));;2;;
;A300E;R306;013;1;;CONTADOR;;;0;0;CONTADOR;AcumulaA309('306');;2;;
;A1300;R301;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R301');;2;;
;A1300;R301;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'301';;2;;
;A1300;R301;003;1;;CD_UNI_DES;4;;012;015;Codigo da Unimed destino para envio de arquivo;cUniDes;;2;;
;A1300;R301;004;1;;CD_UNI_ORI;4;;016;019;Codigo da Unimed origem do envio de arquivo;cUniOri;;2;;
;A1300;R301;005;1;;DT_GERACAO;8;;020;027;Data de geracao do arquivo;Dtos(dDataBase);;2;;
;A1300;R301;006;1;;TP_MOV;1;;028;028;Tipo de movimentacao de cadastro em arquivos de transferencia;IIF(nTpMov==1,'A',IIF(nTpMov==2,'M','P'));;2;;
;A1300;R301;007;1;;DT_MOV_INI;8;;029;036;Data do inicio do periodo da movimentacao de cadastro.;Dtos(dDataIni);;2;;
;A1300;R301;008;1;;DT_MOV_FIM;8;;037;044;Data de fim do periodo da movimentacao de cadastro.;Dtos(dDataFim);;2;;
;A1300;R301;009;1;;NR_VER_TRA;2;;045;046;Numero da versao da transacao;'04';;2;;
;A1300;R302;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R302');;2;;
;A1300;R302;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'302';;2;;
;A1300;R302;003;1;;CD_FILIAL;3;;012;014;Codigo da filial da empresa.;;;2;;
;A1300;R302;004;1;;NM_EMPR_CO;40;;015;054;Nome completo da Empresa (Razao Social);;;2;;
;A1300;R302;005;1;;NM_EMPR_AB;18;;055;072;Nome da Empresa Abreviado.;;;2;;
;A1300;R302;006;1;;CD_CNPJ_CE;15;;073;087;Codigo do CNPJ ou CEI (Cadastro Especial INSS);;;2;;
;A1300;R302;007;1;;CD_INSC_ES;20;;088;107;Codigo da inscricao estadual.;;;2;;
;A1300;R302;008;1;;DS_END_PRI;40;;108;147;Descricao do endereco principal.;;;2;;
;A1300;R302;009;1;;DS_END_CPL;20;;148;167;Descricao complementar do endereco.;;;2;;
;A1300;R302;010;1;;DS_BAIRRO;30;;168;197;Descricao do bairro.;;;2;;
;A1300;R302;011;1;;NR_CEP;8;;198;205;Numero do CEP.;;;2;;
;A1300;R302;012;1;;DS_CIDADE;30;;206;235;Descricao da Cidade.;;;2;;
;A1300;R302;013;1;;CD_UF;2;;236;237;Codigo da Unidade Federativa.;;;2;;
;A1300;R302;014;1;;NR_DDD;4;;238;241;Numero do DDD.;;;2;;
;A1300;R302;015;1;;RESERVADO;8;;242;249;Reservado para o futuro.;;;2;;
;A1300;R302;016;1;;RESERVADO;8;;250;257;Reservado para o futuro.;;;2;;
;A1300;R302;017;1;;DT_INCL_UN;8;;258;265;Data de inclusao na Unimed.;;;2;;
;A1300;R302;018;1;;DT_EXCL_UN;8;;266;273;Data de exclusao na Unimed.;;;2;;
;A1300;R302;019;1;;CD_EMPR_OR;10;;274;283;Codigo da Empresa na Origem;;;2;;
;A1300;R302;020;1;;CD_MUNIC;7;;284;290;Codigo do Municipio, conforme codificacao do IBGE.;;;2;;
;A1300;R302;021;1;;NR_FONE;9;;291;299;Numero do telefone.;;;2;;
;A1300;R302;022;1;;NR_FAX;9;;300;308;Numero do fax-simile.;;;2;;
;A1300;R302;023;1;;NR_CONTRAT;15;;309;323;Numero do contrato;;;2;;
;A1300;R303;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R303');;2;;
;A1300;R303;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'303';;2;;
;A1300;R303;003;1;;NM_BENEF;25;;012;036;Nome do Beneficiario;SUBSTR(R03->R303,012,25);;2;;
;A1300;R303;004;1;;DT_NASC;8;;037;044;Data de Nascimento do Beneficiario.;SUBSTR(R03->R303,037,08);;2;;
;A1300;R303;005;1;;TP_SEXO;1;;045;045;Sexo do Beneficiario.;SUBSTR(R03->R303,045,01);;2;;
;A1300;R303;006;1;;CD_CPF;15;;046;060;Codigo do CPF;SUBSTR(R03->R303,046,15);;2;;
;A1300;R303;007;1;;CD_IDENT;30;;061;090;Carteira de Identidade;SUBSTR(R03->R303,061,30);;2;;
;A1300;R303;008;1;;ORGAO_EMIS;30;;091;120;Orgao Emissor da carteira;SUBSTR(R03->R303,091,30);;2;;
;A1300;R303;009;1;;CD_PAIS;3;;121;123;Codigo do pais emissor da carteira;SUBSTR(R03->R303,121,03);;2;;
;A1300;R303;010;1;;CD_CNS;15;;124;138;Cartao Nacional de Saude;SUBSTR(R03->R303,124,15);;2;;
;A1300;R303;011;1;;NM_MAE;25;;139;163;Nome da Mae do Beneficiario;SUBSTR(R03->R303,139,15);;2;;
;A1300;R303;012;1;;CD_ECIVIL;1;;164;164;Codigo do Estado Civil;SUBSTR(R03->R303,164,01);;2;;
;A1300;R303;013;1;;PIS_PASEP;11;;165;175;Numero do PIS/PASEP;SUBSTR(R03->R303,165,11);;2;;
;A1300;R303;014;1;;CD_MUNIC_N;7;;176;182;Codigo do Municipio da Naturalidade do Beneficiario, conforme codificacao do IBG;SUBSTR(R03->R303,176,07);;2;;
;A1300;R305;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R305');;2;;
;A1300;R305;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'305';;2;;
;A1300;R305;003;1;;IND_RESID;1;;012;012;Indica se a residencia e no Brasil ou Exterior;SUBSTR(R05->R305,012,01);;2;;
;A1300;R305;004;1;;TP_END;1;;013;013;Tipo de Endereco;SUBSTR(R05->R305,013,01);;2;;
;A1300;R305;005;1;;DS_LOGRAD;40;;014;053;Descricao do logradouro;SUBSTR(R05->R305,014,40);;2;;
;A1300;R305;006;1;;NR_LOGRAD;6;;054;059;Numero do Logradouro;SUBSTR(R05->R305,054,06);;2;;
;A1300;R305;007;1;;COMPL_LOGR;20;;060;079;Complemento do Logradouro;SUBSTR(R05->R305,060,20);;2;;
;A1300;R305;008;1;;DS_BAIRRO;30;;080;109;Descricao do bairro;SUBSTR(R05->R305,080,30);;2;;
;A1300;R305;008;1;;DS_CIDADE;30;;110;139;Descricao da Cidade;SUBSTR(R05->R305,110,30);;2;;
;A1300;R305;010;1;;CD_MUNIC;7;;140;146;Codigo do Municipio de Residencia, conforme codificacao do IBGE.;SUBSTR(R05->R305,140,07);;2;;
;A1300;R305;011;1;;NR_CEP;8;;147;154;Numero de Enderecamento Postal - CEP;SUBSTR(R05->R305,147,08);;2;;
;A1300;R305;012;1;;CD_UF;2;;155;156;Codigo da Unidade Federativa;SUBSTR(R05->R305,155,02);;2;;
;A1300;R305;013;1;;NR_DDD;4;;157;160;Numero do DDD;SUBSTR(R05->R305,157,04);;2;;
;A1300;R305;014;1;;RESERVADO;8;;161;168;Reservado para o futuro.;SUBSTR(R05->R305,161,08);;2;;
;A1300;R305;015;1;;NR_RAMAL;4;;169;172;Numero do ramal;SUBSTR(R05->R305,169,04);;2;;
;A1300;R305;016;1;;END_EMAIL;40;;173;212;Endereco de e-mail;SUBSTR(R05->R305,173,40);;2;;
;A1300;R305;017;1;;NR_FONE;9;;213;221;Numero do telefone;SUBSTR(R05->R305,213,09);;2;;
;A1300;R305;018;1;;TP_LOGRADO;2;;222;223;Tipo de logradouro;SUBSTR(R05->R305,222,02);;2;;
;A1300;R306;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R306');;2;;
;A1300;R306;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'306';;2;;
;A1300;R306;003;1;;CD_UNI;4;;012;015;Codigo da Unimed;SUBSTR(R06->R306,012,04);;2;;
;A1300;R306;004;1;;ID_BENEF;13;;016;028;Codigo de Identificacao do Beneficiario, incluindo o digito verificador, sendo o;SUBSTR(R06->R306,016,13);;2;;
;A1300;R306;005;1;;ID_BENEF_T;13;;029;041;Identificacao do titular na origem.;SUBSTR(R06->R306,029,13);;2;;
;A1300;R306;006;1;;CD_DEPE;2;;042;043;Codigo da Dependencia do Beneficiario.;SUBSTR(R06->R306,042,02);;2;;
;A1300;R306;007;1;;DT_INCL_UN;8;;044;051;Data de inclusao na Unimed.;SUBSTR(R06->R306,044,08);;2;;
;A1300;R306;008;1;;DT_EXCL_UN;8;;052;059;Data de exclusao na Unimed.;SUBSTR(R06->R306,052,08);;2;;
;A1300;R306;009;1;;ID_SIB;1;;060;060;Indica se beneficiario consta no SIB;SUBSTR(R06->R306,060,01);;2;;
;A1300;R306;010;1;;NR_PLA_POR;20;;061;080;Numero do Codigo do Plano de Origem (portabilidade);SUBSTR(R06->R306,061,20);;2;;
;A1300;R306;011;1;;ID_REMIDO;1;;081;081;Indica se o beneficiario e remido: usuario dependente de plano de saude com cont;SUBSTR(R06->R306,081,01);;2;;
;A1300;R307;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R307');;2;;
;A1300;R307;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'307';;2;;
;A1300;R307;003;1;;CD_UNI_ORI;4;;012;015;Codigo da Unimed de Origem do Beneficiario;SUBSTR(R07->R307,012,04);;2;;
;A1300;R307;004;1;;CD_UNI_DES;4;;016;019;Codigo da Unimed de Destino do Beneficiario;SUBSTR(R07->R307,016,04);;2;;
;A1300;R307;005;1;;TP_REPASSE;1;;020;020;Tipo de Repasse;SUBSTR(R07->R307,020,01);;2;;
;A1300;R307;006;1;;DT_INI_REP;8;;021;028;Data do inicio do repasse;SUBSTR(R07->R307,021,08);;2;;
;A1300;R307;007;1;;DT_FIM_REP;8;;029;036;Data do fim do repasse;SUBSTR(R07->R307,029,08);;2;;
;A1300;R308;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R308');;2;;
;A1300;R308;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'308';;2;;
;A1300;R308;003;1;;NM_CONTR;40;;012;051;Nome do Contratante;SUBSTR(R08->R308,012,40);;2;;
;A1300;R308;004;1;;DT_INICIO_;8;;052;059;Data de inicio de vigencia;SUBSTR(R08->R308,052,08);;2;;
;A1300;R308;005;1;;DT_FIM_VIG;8;;060;067;Data de fim de vigencia;SUBSTR(R08->R308,060,08);;2;;
;A1300;R308;006;1;;DS_PLANO;40;;068;107;Descricao do plano;SUBSTR(R08->R308,068,40);;2;;
;A1300;R308;007;1;;TP_ABRANGE;1;;108;108;Abrangencia do plano.;SUBSTR(R08->R308,108,01);;2;;
;A1300;R308;008;1;;TP_NATUREZ;1;;109;109;Natureza juridica da contratacao.;SUBSTR(R08->R308,109,01);;2;;
;A1300;R308;009;1;;TP_ACOMODA;2;;110;111;Tipo de acomodacao.;SUBSTR(R08->R308,110,02);;2;;
;A1300;R308;010;1;;ID_REG_PLA;1;;112;112;Indicador do Registro do Plano na ANS;SUBSTR(R08->R308,112,01);;2;;
;A1300;R308;011;1;;REG_PLANO_;20;;113;132;Numero do Registro do Plano na ANS ou Codigo de Identificacao no Sistema de Cada;SUBSTR(R08->R308,113,20);;2;;
;A1300;R308;012;1;;SEG_PRODUT;2;;133;134;Segmentacao do Produto;SUBSTR(R08->R308,133,02);;2;;
;A1300;R308;013;1;;CD_REDE;4;;135;138;Codigo da rede referenciada;SUBSTR(R08->R308,135,04);;2;;
;A1300;R308;014;1;;NM_REDE;40;;139;178;Descricao da Rede;SUBSTR(R08->R308,139,40);;2;;
;A1300;R308;015;1;;VIA_CARTAO;2;;179;180;Via do Cartao;SUBSTR(R08->R308,179,02);;2;;
;A1300;R308;016;1;;DT_VAL_CAR;8;;181;188;Data de validade da Carteira;SUBSTR(R08->R308,181,08);;2;;
;A1300;R308;017;1;;CD_LCAT;4;;189;192;Codigo do Local de Atendimento;SUBSTR(R08->R308,189,04);;2;;
;A1300;R308;018;1;;ID_CPT;1;;193;193;Indicacao de existencia de Cobertura Parcial Temporaria;SUBSTR(R08->R308,193,01);;2;;
;A1300;R308;019;1;;DT_FIM_CPT;8;;194;201;Data Final da Cobertura Parcial Temporaria;SUBSTR(R08->R308,194,08);;2;;
;A1300;R308;020;1;;TP_CONTRAT;1;;202;202;Tipo de Contrato;SUBSTR(R08->R308,202,01);;2;;
;A1300;R308;021;1;;MOTIVO_EXC;2;;203;204;Motivo de exclusao;SUBSTR(R08->R308,203,02);;2;;
;A1300;R309;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R309');;2;;
;A1300;R309;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'309';;2;;
;A1300;R309;003;1;;CD_MUNIC;7;;012;018;Codigo do Municipio que faz parte do Grupo de Municipios, conforme codificacao d;SUBSTR(R09->R309,012,07);;2;;
;A1300;R309;004;1;;CD_UF;2;;019;020;Codigo da Unidade Federativa;SUBSTR(R09->R309,019,02);;2;;
;A1300;R310;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R310');;2;;
;A1300;R310;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'310';;2;;
;A1300;R310;003;1;;TP_COBERTU;3;;012;014;Tipo da Cobertura;SUBSTR(R10->R310,012,03);;2;;
;A1300;R310;004;1;;DT_FIM_CAR;8;;015;022;Data final da carencia para a cobertura;SUBSTR(R10->R310,015,08);;2;;
;A1300;R318;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R318');;2;;
;A1300;R318;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'318';;2;;
;A1300;R318;003;1;;ANO_REFERE;4;;012;015;Ano de referencia para buscar informacoes;cAno;;2;;
;A1300;R318;004;1;;MES_REFERE;2;;016;017;Mes de referencia para buscar informacoes;cMes;;2;;
;A1300;R318;005;1;;PF_CO_LOC;10;;018;027;Beneficiarios ativos Pessoa Fisica com contrato em Custo Operacional nao repassa;Strzero(nPF_CO_LOC,10);;2;;
;A1300;R318;006;1;;PF_PP_LOC;10;;028;037;Beneficiarios ativos Pessoa Fisica com contrato em Pre Pagamento nao repassado;Strzero(nPF_PP_LOC,10);;2;;
;A1300;R318;007;1;;PJ_CO_LOC;10;;038;047;Beneficiarios ativos Pessoa Juridica com contrato em Custo Operacional nao repas;Strzero(nPJ_CO_LOC,10);;2;;
;A1300;R318;008;1;;PJ_PP_LOC;10;;048;057;Beneficiarios ativos Pessoa Juridica com contrato em Pre Pagamento nao repassado;Strzero(nPJ_PP_LOC,10);;2;;
;A1300;R318;009;1;;PF_REP_CO;10;;058;067;Beneficiarios ativos Pessoa Fisica repassados para outra Unimed em Custo Operaci;Strzero(nPF_REP_CO,10);;2;;
;A1300;R318;010;1;;PF_REP_PP;10;;068;077;Beneficiarios ativos Pessoa Fisica repassados para outra Unimed em Pre Pagamento;Strzero(nPF_REP_PP,10);;2;;
;A1300;R318;011;1;;PJ_REP_CO;10;;078;087;Beneficiarios ativos Pessoa Juridica repassados para outra Unimed em Custo Opera;Strzero(nPJ_REP_CO,10);;2;;
;A1300;R318;012;1;;PJ_REP_PP;10;;088;097;Beneficiarios ativos Pessoa Juridica repassados para outra Unimed em Pre Pagamen;Strzero(nPJ_REP_PP,10);;2;;
;A1300;R318;013;1;;PF_REC_CO;10;;098;107;Beneficiarios ativos Pessoa Fisica recebidos de outra Unimed em Custo Operaciona;Strzero(nPF_REC_CO,10);;2;;
;A1300;R318;014;1;;PF_REC_PP;10;;108;117;Beneficiarios ativos Pessoa Fisica recebidos de outra Unimed em Pre Pagamento;Strzero(nPF_REC_PP,10);;2;;
;A1300;R318;015;1;;PJ_REC_CO;10;;118;127;Beneficiarios ativos Pessoa Juridica recebidos de outra Unimed em Custo Operacio;Strzero(nPJ_REC_CO,10);;2;;
;A1300;R318;016;1;;PJ_REC_PP;10;;128;137;Beneficiarios ativos Pessoa Juridica recebidos de outra Unimed em Pre Pagamento;Strzero(nPJ_REC_PP,10);;2;;
;A1300;R319;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R319');;2;;
;A1300;R319;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'319';;2;;
;A1300;R319;003;1;;TOT_R302;7;;012;018;Quantidade total de Registro R302;Replicate('0',7);;2;;
;A1300;R319;004;1;;TOT_R303;7;;019;025;Quantidade total de Registro R303;Strzero(nReg303,7);;2;;
;A1300;R319;005;1;;TOT_R304;7;;026;032;Quantidade total de Registro R304;Strzero(nReg304,7);;2;;
;A1300;R319;006;1;;TOT_R305;7;;033;039;Quantidade total de Registro R305;Strzero(nReg305,7);;2;;
;A1300;R319;007;1;;TOT_R306;7;;040;046;Quantidade total de Registro R306;Strzero(nReg306,7);;2;;
;A1300;R319;008;1;;TOT_R307;7;;047;053;Quantidade total de Registro R307;Strzero(nReg307,7);;2;;
;A1300;R319;009;1;;TOT_R308;7;;054;060;Quantidade total de Registro R308;Strzero(nReg308,7);;2;;
;A1300;R319;010;1;;TOT_R309;7;;061;067;Quantidade total de Registro R309;Strzero(nReg309,7);;2;;
;A1300;R319;011;1;;TOT_R310;7;;068;074;Quantidade total de Registro R310;Strzero(nReg310,7);;2;;
;A1300A;R301;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R301');;2;;
;A1300A;R301;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'301';;2;;
;A1300A;R301;003;1;;CD_UNI_DES;4;;012;015;Codigo da Unimed destino para envio de arquivo;cUniDes;;2;;
;A1300A;R301;004;1;;CD_UNI_ORI;4;;016;019;Codigo da Unimed origem do envio de arquivo;cUniOri;;2;;
;A1300A;R301;005;1;;DT_GERACAO;8;;020;027;Data de geracao do arquivo;Dtos(dDataBase);;2;;
;A1300A;R301;006;1;;TP_MOV;1;;028;028;Tipo de movimentacao de cadastro em arquivos de transferencia;IIF(nTpMov==1,'A',IIF(nTpMov==2,'M','P'));;2;;
;A1300A;R301;007;1;;DT_MOV_INI;8;;029;036;Data do inicio do periodo da movimentacao de cadastro.;Dtos(dDataIni);;2;;
;A1300A;R301;008;1;;DT_MOV_FIM;8;;037;044;Data de fim do periodo da movimentacao de cadastro.;Dtos(dDataFim);;2;;
;A1300A;R301;009;1;;NR_VER_TRA;2;;045;046;Numero da versao da transacao;'06';;2;;
;A1300A;R302;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R302');;2;;
;A1300A;R302;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch;'302';;2;;
;A1300A;R302;003;1;;CD_FILIAL;3;;012;014;Codigo da filial da empresa.;SUBSTR(R02->R302,012,3);;2;;
;A1300A;R302;004;1;;NM_EMPR_CO;40;;015;054;Nome completo da Empresa (Razao Social);SUBSTR(R02->R302,015,40);;2;;
;A1300A;R302;005;1;;NM_EMPR_AB;18;;055;072;Nome da Empresa Abreviado.;SUBSTR(R02->R302,055,18);;2;;
;A1300A;R302;006;1;;CD_CNPJ_CE;15;;073;087;Codigo do CNPJ ou CEI (Cadastro Especial INSS);SUBSTR(R02->R302,073,15);;2;;
;A1300A;R302;007;1;;CD_INSC_ES;20;;088;107;Codigo da inscricao estadual.;SUBSTR(R02->R302,088,20);;2;;
;A1300A;R302;008;1;;DS_END_PRI;40;;108;147;Descricao do endereco principal.;SUBSTR(R02->R302,108,40);;2;;
;A1300A;R302;009;1;;DS_END_CPL;20;;148;167;Descricao complementar do endereco.;SUBSTR(R02->R302,148,20);;2;;
;A1300A;R302;010;1;;DS_BAIRRO;30;;168;197;Descricao do bairro.;SUBSTR(R02->R302,168,30);;2;;
;A1300A;R302;011;1;;NR_CEP;8;;198;205;Numero do CEP.;SUBSTR(R02->R302,198,8);;2;;
;A1300A;R302;012;1;;DS_CIDADE;30;;206;235;Descricao da Cidade.;SUBSTR(R02->R302,206,30);;2;;
;A1300A;R302;013;1;;CD_UF;2;;236;237;Codigo da Unidade Federativa.;SUBSTR(R02->R302,236,2);;2;;
;A1300A;R302;014;1;;NR_DDD;4;;238;241;Numero do DDD.;SUBSTR(R02->R302,238,4);;2;;
;A1300A;R302;015;1;;RESERVADO;8;;242;249;Reservado para o futuro.;SUBSTR(R02->R302,242,8);;2;;
;A1300A;R302;016;1;;RESERVADO;8;;250;257;Reservado para o futuro.;SUBSTR(R02->R302,250,8);;2;;
;A1300A;R302;017;1;;DT_INCL_UN;8;;258;265;Data de inclusao na Unimed.;SUBSTR(R02->R302,258,8);;2;;
;A1300A;R302;018;1;;DT_EXCL_UN;8;;266;273;Data de exclusao na Unimed.;SUBSTR(R02->R302,266,8);;2;;
;A1300A;R302;019;1;;CD_EMPR_OR;10;;274;283;Codigo da Empresa na Origem;SUBSTR(R02->R302,274,10);;2;;
;A1300A;R302;020;1;;CD_MUNIC;7;;284;290;Codigo do Municipio, conforme codificacao do IBGE.;SUBSTR(R02->R302,284,7);;2;;
;A1300A;R302;021;1;;NR_FONE;9;;291;299;Numero do telefone.;SUBSTR(R02->R302,291,9);;2;;
;A1300A;R302;022;1;;NR_FAX;9;;300;308;Numero do fax-simile.;SUBSTR(R02->R302,300,9);;2;;
;A1300A;R302;023;1;;NR_CONTRAT;15;;309;323;Numero do contrato;SUBSTR(R02->R302,309,15);;2;;
;A1300A;R303;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R303');;2;;
;A1300A;R303;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informacoes batch.;'303';;2;;
;A1300A;R303;003;1;;NM_BENEF;25;;012;036;Nome do Beneficiario;SUBSTR(R03->R303,012,25);;2;;
;A1300A;R303;004;1;;DT_NASC;8;;037;044;Data de Nascimento do Beneficiario.;SUBSTR(R03->R303,037,08);;2;;
;A1300A;R303;005;1;;TP_SEXO;1;;045;045;Sexo do Beneficiario.;SUBSTR(R03->R303,045,01);;2;;
;A1300A;R303;006;1;;CD_CPF;15;;046;060;Codigo do CPF;SUBSTR(R03->R303,046,15);;2;;
